guideId,outletId,originType,originId,transportationType,title,estimatedDuration,estimatedCost,recommended,steps,updatedAt
vienna-to-parndorf-car,designer-outlet-parndorf,city_center,vienna-city-center,taxi,Vienna to Designer Outlet Parndorf by Car,About 40 minutes,"Free centre parking; road, fuel, rental or taxi costs vary",false,"[{""order"":1,""description"":""Set navigation to Designer Outlet Straße 1, 7111 Parndorf and allow time for traffic leaving Vienna.""},{""order"":2,""description"":""Follow the signed route to Designer Outlet Parndorf and use the free parking zones in and around the centre.""},{""order"":3,""description"":""If charging an electric vehicle, use the official EV charging areas near car park P1 or opposite adidas when available.""},{""order"":4,""description"":""For the return trip, re-check traffic toward Vienna before leaving the car park.""}]",2026-07-01
bratislava-to-parndorf-shuttle,designer-outlet-parndorf,city_center,bratislava-city-center,shuttle,Bratislava to Designer Outlet Parndorf by Shuttle Bus,Check official timetable,Check official timetable,false,"[{""order"":1,""description"":""Check the official Designer Outlet Parndorf shuttle page for Bratislava service dates, pickup point, price, and return time.""},{""order"":2,""description"":""Go to the confirmed Bratislava pickup point.""},{""order"":3,""description"":""Board the shuttle bus to Designer Outlet Parndorf.""},{""order"":4,""description"":""Confirm the return shuttle departure before shopping.""}]",2026-07-01
budapest-to-parndorf-flixbus,designer-outlet-parndorf,city_center,budapest-city-center,bus,Budapest to Designer Outlet Parndorf by FlixBus,Check official timetable,Check official timetable,false,"[{""order"":1,""description"":""Check the official FlixBus timetable and Designer Outlet Parndorf travel page before booking.""},{""order"":2,""description"":""Book only a service confirmed for Designer Outlet Parndorf or a suitable Parndorf stop.""},{""order"":3,""description"":""On arrival, follow outlet signs to the centre entrance.""},{""order"":4,""description"":""Confirm the return coach stop and departure time before shopping.""}]",2026-07-01
salzburg-city-to-designer-outlet-salzburg-bus,designer-outlet-salzburg,city_center,salzburg-city-center,bus,Salzburg Hauptbahnhof to Designer Outlet Salzburg by Bus 2,,Estimated €3–5; check current Salzburg Verkehr fare,true,"[{""order"":1,""description"":""Check the Line 2 timetable from Salzburg Hauptbahnhof.""},{""order"":2,""description"":""Board Line 2 toward DOC Himmelreich.""},{""order"":3,""description"":""Get off at DOC Himmelreich.""},{""order"":4,""description"":""Continue to the outlet entrance.""},{""order"":5,""description"":""Check the return service before shopping.""}]",2026-08-03
salzburg-airport-to-designer-outlet-salzburg-walk,designer-outlet-salzburg,airport,salzburg-airport,walking,Salzburg Airport to Designer Outlet Salzburg Last-Mile Walk,Short last-mile walk; check map before travel,Free on foot,false,"[{""order"":1,""description"":""Confirm the pedestrian route from Salzburg Airport to Designer Outlet Salzburg before leaving the terminal.""},{""order"":2,""description"":""Use signed pavements and crossings only; the outlet is near the airport but road layouts can make the exact walking route important.""},{""order"":3,""description"":""If carrying luggage or travelling in poor weather, use an official taxi or the Salzburg public-transport planner instead of walking.""},{""order"":4,""description"":""For the return to the airport, leave extra time for security and re-check the walking route or local bus option.""}]",2026-07-04
salzburg-to-designer-outlet-salzburg-car-parking,designer-outlet-salzburg,city_center,salzburg-city-center,taxi,Driving or Taxi to Designer Outlet Salzburg with Parking,About 10 minutes from Salzburg; check traffic,Check official parking terms; taxi fare confirm with provider,false,"[{""order"":1,""description"":""Set navigation to Designer Outlet Salzburg, Kasernenstraße 1, Wals-Himmelreich, and check current traffic before departure.""},{""order"":2,""description"":""Follow the outlet's official road directions to the parking garage or signed parking areas.""},{""order"":3,""description"":""If using the P+R option, check Salzburg.info and Salzburg Verkehr rules for the current combo ticket, validity and participating bus lines before parking.""},{""order"":4,""description"":""If using a taxi or airport transfer, confirm fare and pickup point before shopping.""}]",2026-07-04
warsaw-centre-to-factory-ursus-train-walk,factory-ursus,city_center,warsaw-city-center,train,Warsaw City Centre to Factory Ursus by Train and Walk,,Approx. PLN 4.40-7 adult one-way (estimated),true,"[{""order"":1,""description"":""From Warszawa Centralna, Warszawa Śródmieście or another central stop, plan a suburban rail trip with the official Warsaw public transport or Koleje Mazowieckie planner toward Warszawa Ursus Północny or Warszawa Ursus.""},{""order"":2,""description"":""Ride the selected SKM or Koleje Mazowieckie service to the Ursus area; keep the ticket valid for the chosen operator and zone.""},{""order"":3,""description"":""Walk from the station toward Factory Ursus at Plac Czerwca 1976 r. 6, following local pedestrian signs and map directions.""},{""order"":4,""description"":""For the return trip, check the next rail departure before leaving the shops because evening and weekend frequencies can differ.""}]",2026-08-04
warsaw-chopin-airport-to-factory-ursus-car-public-transport,factory-ursus,airport,warsaw-chopin-airport,taxi,Warsaw Chopin Airport to Factory Ursus by Taxi or Public Transport,≈15-25 min by car/taxi; ≈35-55 min by public transport (estimated),Taxi/ride-hail ≈PLN 35-70 (estimated); public transport fare check ZTM,false,"[{""order"":1,""description"":""From Warsaw Chopin Airport, choose taxi, ride-hail, rental car, or the official ZTM rail/bus planner depending on luggage and traffic.""},{""order"":2,""description"":""By car or taxi, set Factory Ursus, Plac Czerwca 1976 r. 6, and compare the S2/S8 or local-road routing in live traffic.""},{""order"":3,""description"":""By public transport, use official ZTM routing from the airport toward Ursus, normally combining rail and/or bus with a final walk to the outlet.""},{""order"":4,""description"":""For the return to the airport, leave extra buffer time for security and possible road congestion around Warsaw.""}]",2026-07-03
warsaw-public-transport-to-factory-ursus-bus-train,factory-ursus,station,warsaw-public-transport,bus,Warsaw Public Transport to Factory Ursus by Bus or Train,≈30-45 min from central Warsaw depending on route (estimated),Check official ZTM fare,false,"[{""order"":1,""description"":""Open the official ZTM Warszawa journey planner and enter Factory Ursus or Plac Czerwca 1976 r. 6 as the destination.""},{""order"":2,""description"":""Choose between rail to an Ursus station and bus connections to the Ursus-Ratusz / Plac Czerwca 1976 r. area.""},{""order"":3,""description"":""After alighting, follow the marked pedestrian route to the shopping entrances and note the stop name for the return journey.""},{""order"":4,""description"":""Before finishing shopping, check the official timetable for the last useful bus or train back toward central Warsaw.""}]",2026-07-03
factory-ursus-car-parking-guide,factory-ursus,city_center,driving,taxi,Driving and Parking at Factory Ursus,≈20-30 min from central Warsaw (estimated),Parking check centre signage; fuel/ride-hail costs vary,false,"[{""order"":1,""description"":""Set navigation to Factory Ursus, Plac Czerwca 1976 r. 6, 02-495 Warszawa.""},{""order"":2,""description"":""Use the official outlet access page or Google Maps routing to compare S8, Aleje Jerozolimskie and local Ursus approaches.""},{""order"":3,""description"":""Park in the centre car park; the official Factory Ursus parking page lists 888 car spaces and 28 bicycle spaces.""},{""order"":4,""description"":""For the return drive, check traffic before leaving the car park, especially at weekday peaks and sale periods.""}]",2026-07-03
factory-ursus-return-trip,factory-ursus,city_center,return-trip,train,Return Trip from Factory Ursus to Warsaw Centre or Airport,≈20-30 min by train to central Warsaw; airport times vary (estimated),Check official ZTM/Koleje Mazowieckie fare; taxi costs vary,false,"[{""order"":1,""description"":""If returning by rail, walk back to the selected Ursus station and confirm the platform and operator before boarding.""},{""order"":2,""description"":""If returning by bus, use the official ZTM planner from the nearest Ursus stop to your destination.""},{""order"":3,""description"":""If returning to Warsaw Chopin Airport, add a transfer buffer and compare taxi travel time against public transport.""},{""order"":4,""description"":""If driving, exit the car park toward the current fastest route and re-check live traffic before joining main roads.""}]",2026-07-03
warsaw-centre-to-factory-annopol-metro-tram,factory-annopol,city_center,warsaw-city-center,metro,"Warsaw City Centre to Factory Annopol by Metro, Tram or Walk",,PLN 4.40 adult one-way,true,"[{""order"":1,""description"":""From central Warsaw, take Metro M2 toward Bródno using the official ZTM timetable or journey planner.""},{""order"":2,""description"":""The official Factory Annopol news page states the outlet is about 600 m from Bródno metro station and around 20 minutes by M2 from the city centre.""},{""order"":3,""description"":""From Bródno, walk about 600 m to Factory Annopol or use a short ZTM tram/bus connection if it fits the timetable.""},{""order"":4,""description"":""For the return trip, check the M2 and any tram/bus connection times before leaving the centre.""}]",2026-08-04
warsaw-chopin-airport-to-factory-annopol-taxi-transit,factory-annopol,airport,warsaw-chopin-airport,taxi,Warsaw Chopin Airport to Factory Annopol by Taxi or Public Transport,≈30-45 min by car/taxi; ≈50-75 min by public transport (estimated),Taxi/ride-hail ≈PLN 70-120 (estimated); public transport fare check ZTM,false,"[{""order"":1,""description"":""From Warsaw Chopin Airport, decide between taxi/ride-hail, rental car, or official ZTM public transport via central Warsaw.""},{""order"":2,""description"":""By car, set Factory Annopol, Annopol 2, 03-236 Warszawa, and check live routing via S8/Trasa Toruńska or alternative city roads.""},{""order"":3,""description"":""By public transport, use ZTM routing from the airport to Metro M2 and continue toward Bródno, Annopol or Toruńska stops.""},{""order"":4,""description"":""For the airport return, allow a larger buffer than the scheduled journey time because cross-city transfers can be delayed.""}]",2026-07-03
warsaw-public-transport-to-factory-annopol-bus-tram,factory-annopol,station,warsaw-public-transport,bus,"Warsaw Public Transport to Factory Annopol by Metro, Tram or Bus",≈30-45 min from central Warsaw (estimated),Check official ZTM fare,false,"[{""order"":1,""description"":""Use the official ZTM Warszawa planner for Factory Annopol, Annopol 2, or nearby Annopol / Toruńska / Inowłodzka stops.""},{""order"":2,""description"":""Select the best current combination of Metro M2, tram and bus; construction and timetable changes can alter the preferred stop.""},{""order"":3,""description"":""After alighting, follow pedestrian crossings and signs to the outlet entrance rather than walking across roadways informally.""},{""order"":4,""description"":""Before returning, check the official timetable for the next service back to Metro M2 or central Warsaw.""}]",2026-07-03
factory-annopol-car-parking-guide,factory-annopol,city_center,driving,taxi,Driving and Parking at Factory Annopol,≈20-35 min from central Warsaw (estimated),Parking check centre signage; fuel/ride-hail costs vary,false,"[{""order"":1,""description"":""Set navigation to Factory Annopol, Annopol 2, 03-236 Warszawa.""},{""order"":2,""description"":""Use the official outlet access page or Google Maps routing to choose between S8/Trasa Toruńska and local Warsaw approaches.""},{""order"":3,""description"":""Follow on-site signs to customer parking and note the entrance or parking section for an easier return.""},{""order"":4,""description"":""For the return drive, check traffic toward central Warsaw, the airport, or S8 before leaving the parking area.""}]",2026-07-03
factory-annopol-return-trip,factory-annopol,city_center,return-trip,metro,Return Trip from Factory Annopol to Warsaw Centre or Airport,≈20 min M2 from Bródno to the centre plus walk/transfer; airport times vary (estimated),Check official ZTM fare; taxi costs vary,false,"[{""order"":1,""description"":""If returning by metro, walk or connect back to Bródno and board Metro M2 toward central Warsaw.""},{""order"":2,""description"":""If returning by tram or bus, confirm the stop direction and the next official ZTM departure before leaving the outlet.""},{""order"":3,""description"":""If returning to Warsaw Chopin Airport, compare public transport against a taxi and leave airport check-in buffer time.""},{""order"":4,""description"":""If driving, exit toward the selected route and re-check S8/Trasa Toruńska traffic before committing.""}]",2026-07-03
wroclaw-city-to-wroclaw-fashion-outlet-tram-bus,wroclaw-fashion-outlet,city_center,wroclaw-city-center,bus,Wrocław City Centre to Wrocław Fashion Outlet by Public Transport,,Approx. PLN 4.60-7 adult one-way (estimated),true,"[{""order"":1,""description"":""Check Wrocław Fashion Outlet's official information and the official Wrocław public-transport planner for lines 106, 107, 119, 132 or 319 to Mińska (Rondo Rotm. Pileckiego).""},{""order"":2,""description"":""From the city centre or main station, board only the route confirmed by the official planner for your date and direction.""},{""order"":3,""description"":""Alight at Mińska (Rondo Rotm. Pileckiego) and follow signed pedestrian crossings to the outlet entrance.""},{""order"":4,""description"":""Before shopping, check the return tram or bus departures and fare validity.""}]",2026-08-04
wroclaw-airport-to-wroclaw-fashion-outlet-bus-taxi,wroclaw-fashion-outlet,airport,wroclaw-airport,bus,Wrocław Airport to Wrocław Fashion Outlet by Bus or Taxi,Check official planner; taxi time depends on traffic,Check official public-transport fare or confirm taxi fare,false,"[{""order"":1,""description"":""At Wrocław Airport, compare the official city public-transport planner with a licensed taxi or ride-hail before choosing.""},{""order"":2,""description"":""If travelling by bus, use only the route and stop sequence currently shown by the official planner toward the Wrocław Fashion Outlet / Mińska area.""},{""order"":3,""description"":""If travelling by taxi, confirm the fare method and set Wrocław Fashion Outlet as the destination before departure.""},{""order"":4,""description"":""For the airport return, leave extra time and check public-transport departures or taxi availability before shopping.""}]",2026-07-04
wroclaw-fashion-outlet-car-parking-guide,wroclaw-fashion-outlet,city_center,wroclaw-city-center,taxi,Driving or Taxi to Wrocław Fashion Outlet with Parking,Check traffic,Check official parking rules; taxi fare varies,false,"[{""order"":1,""description"":""Set navigation to Wrocław Fashion Outlet and check the outlet's official parking FAQ before departure.""},{""order"":2,""description"":""Drive or take a licensed taxi toward the outlet, allowing extra time around airport-road and weekend traffic.""},{""order"":3,""description"":""Follow on-site parking signs and check the current free-parking or ticket rules when you arrive.""},{""order"":4,""description"":""If using a taxi, agree the return pickup point before entering the centre.""}]",2026-07-04
gdansk-wrzeszcz-to-designer-outlet-gdansk-bus,designer-outlet-gdansk,station,gdansk-wrzeszcz-pkp,bus,Gdańsk Wrzeszcz to Designer Outlet Gdańsk by Bus,,PLN 4.80 adult one-way,true,"[{""order"":1,""description"":""At Wrzeszcz PKP, check the official ZTM Gdańsk timetable for line 115 toward Jaworzniaków.""},{""order"":2,""description"":""Board line 115 only after confirming the current stop and direction.""},{""order"":3,""description"":""Alight at Czermińskiego, the stop listed by Designer Outlet Gdańsk, and walk to the outlet entrance.""},{""order"":4,""description"":""Check the official return timetable before shopping; frequencies can vary by day and time.""}]",2026-08-04
gdansk-to-designer-outlet-gdansk-public-transport,designer-outlet-gdansk,city_center,gdansk-city-center,bus,Gdańsk City Centre to Designer Outlet Gdańsk by Public Transport,check official ZTM Gdańsk timetable,check official ZTM Gdańsk fare before travel,false,"[{""order"":1,""description"":""Use the official ZTM Gdańsk planner from Gdańsk Główny or your central stop to Designer Outlet Gdańsk.""},{""order"":2,""description"":""The outlet lists bus lines 115, 155, 156 and 174 serving nearby Czermińskiego or Przywidzka stops; choose only the route confirmed by the official planner.""},{""order"":3,""description"":""Walk from the confirmed stop to the outlet using marked pedestrian crossings.""},{""order"":4,""description"":""Before returning, check the current ZTM timetable and ticket validity.""}]",2026-07-04
designer-outlet-gdansk-car-parking-guide,designer-outlet-gdansk,city_center,gdansk-city-center,taxi,Designer Outlet Gdańsk by Car or Taxi,check traffic,free parking over 1000 spaces; taxi fare confirm with provider,false,"[{""order"":1,""description"":""Set navigation to Designer Outlet Gdańsk and use the official route guidance from Gdańsk Główny via Kartuska or Armii Krajowej to ul. Jabłoniowa, or from S6 via Szadółki / Otomin.""},{""order"":2,""description"":""Drive or take a licensed taxi, checking live traffic before departure.""},{""order"":3,""description"":""Use the outlet's free car park, which the official page lists as having over 1000 spaces.""},{""order"":4,""description"":""If travelling by taxi, confirm the return pickup point and fare before shopping.""}]",2026-07-04
katowice-to-designer-outlet-sosnowiec-bus,designer-outlet-sosnowiec,city_center,katowice-city-center,bus,Katowice to Designer Outlet Sosnowiec by Bus,,Approx. PLN 4.60-7 adult one-way (estimated),true,"[{""order"":1,""description"":""From central Katowice, check the official ZTM Metropolia timetable for buses A, E or J toward Sosnowiec Jęzor Centrum Handlowe.""},{""order"":2,""description"":""Board the confirmed service only after checking the current direction and fare zone.""},{""order"":3,""description"":""Get off at Sosnowiec Jęzor Centrum Handlowe, the stop listed by Designer Outlet Sosnowiec, and walk to the entrance.""},{""order"":4,""description"":""Before shopping, check official return departures to Katowice.""}]",2026-08-04
sosnowiec-to-designer-outlet-sosnowiec-train-walk,designer-outlet-sosnowiec,station,sosnowiec-main-station,train,Sosnowiec or Katowice to Designer Outlet Sosnowiec by Train and Walk,check official rail timetable,check official rail fare before travel,false,"[{""order"":1,""description"":""Check official Koleje Śląskie / rail timetables from Katowice, Sosnowiec or Jaworzno toward Sosnowiec Jęzor Południowy.""},{""order"":2,""description"":""Travel to Sosnowiec Jęzor Południowy, the station listed by Designer Outlet Sosnowiec.""},{""order"":3,""description"":""Use map directions and pedestrian crossings for the last-mile walk to the outlet.""},{""order"":4,""description"":""Confirm the return train timetable before shopping because local rail frequency can vary.""}]",2026-07-04
designer-outlet-sosnowiec-car-parking-guide,designer-outlet-sosnowiec,city_center,katowice-city-center,taxi,Designer Outlet Sosnowiec by Car or Taxi,check traffic,check official parking terms; taxi fare confirm with provider,false,"[{""order"":1,""description"":""Set navigation to Designer Outlet Sosnowiec using the official coordinates 50.2283076, 19.1770165 or the outlet name.""},{""order"":2,""description"":""Drive or take a licensed taxi from Katowice, Sosnowiec or Jaworzno, checking traffic before departure.""},{""order"":3,""description"":""Follow on-site signs to customer parking and note the entrance used.""},{""order"":4,""description"":""If using a taxi, agree the return pickup point and fare method before entering the centre.""}]",2026-07-04
warsaw-wilanowska-to-designer-outlet-warszawa-bus,designer-outlet-warszawa,station,metro-wilanowska,bus,Metro Wilanowska to Designer Outlet Warszawa by Bus,,PLN 7 adult one-way,true,"[{""order"":1,""description"":""At Metro Wilanowska, check the official WTP/ZTM Warszawa timetable for bus 709 or 727 toward Piaseczno / Energetyczna.""},{""order"":2,""description"":""Board the confirmed bus only after verifying the current stop, direction and fare zone.""},{""order"":3,""description"":""Alight at Energetyczna, the stop listed by Designer Outlet Warszawa, and walk to Puławska 42E.""},{""order"":4,""description"":""Check the official return timetable to Metro Wilanowska before shopping.""}]",2026-08-04
warsaw-chopin-airport-to-designer-outlet-warszawa-car,designer-outlet-warszawa,airport,warsaw-chopin-airport,taxi,Warsaw Chopin Airport to Designer Outlet Warszawa by Car or Taxi,about 20 minutes according to the outlet; check traffic,confirm taxi/private-transfer fare before travel,false,"[{""order"":1,""description"":""From Warsaw Chopin Airport, set the destination to Designer Outlet Warszawa, Puławska 42E, Piaseczno.""},{""order"":2,""description"":""Use a licensed taxi, ride-hail, private transfer or rental car; the official outlet information positions the centre about 20 minutes from the airport.""},{""order"":3,""description"":""Follow ul. Puławska toward Piaseczno and turn into ul. Energetyczna as described by the outlet, or follow current navigation.""},{""order"":4,""description"":""For the return to the airport, confirm pickup and allow a flight buffer.""}]",2026-07-04
designer-outlet-warszawa-car-parking-guide,designer-outlet-warszawa,city_center,warsaw-city-center,taxi,Designer Outlet Warszawa by Car or Taxi,about 30 minutes from Warsaw city centre according to the outlet; check traffic,check official parking terms; taxi fare confirm with provider,false,"[{""order"":1,""description"":""Set navigation to Designer Outlet Warszawa, Puławska 42E, 05-500 Piaseczno.""},{""order"":2,""description"":""The official directions route starts from Warsaw along ul. Puławska toward Piaseczno, turning left into ul. Energetyczna near Auchan and Amic Energy; use live navigation for current conditions.""},{""order"":3,""description"":""Follow on-site customer parking signs at the outlet.""},{""order"":4,""description"":""If using a taxi or private transfer, confirm the return pickup point and fare before shopping.""}]",2026-07-04
gothenburg-to-hede-fashion-outlet-train-walk,hede-fashion-outlet,city_center,gothenburg-city-center,train,Gothenburg City Centre to Hede Fashion Outlet by Train and Walk,,SEK 111,true,"[{""order"":1,""description"":""From Göteborg Central, use the official Västtrafik planner for trains toward Kungsbacka and choose a service stopping at Hede station.""},{""order"":2,""description"":""Ride to Hede station, keeping your Västtrafik ticket active for the selected zones.""},{""order"":3,""description"":""Walk from Hede station to Hede Fashion Outlet, Kungsparksvägen 80, following pedestrian routes and local signs.""},{""order"":4,""description"":""For the return trip, check the next Västtrafik train toward Göteborg Central before leaving the shops.""}]",2026-07-03
gothenburg-landvetter-airport-to-hede-fashion-outlet,hede-fashion-outlet,airport,gothenburg-landvetter-airport,taxi,Gothenburg Landvetter Airport to Hede Fashion Outlet by Car or Transit,45 min by road from Gothenburg Landvetter Airport (official VIA Outlets); public transport varies,Taxi/transfer fare check provider; public transport fare check operators,false,"[{""order"":1,""description"":""From Gothenburg Landvetter Airport, choose rental car, taxi, pre-booked transfer, or airport coach plus Västtrafik connections.""},{""order"":2,""description"":""By road, set Hede Fashion Outlet, Kungsparksvägen 80, 434 39 Kungsbacka; VIA Outlets lists the centre 45 minutes from the airport.""},{""order"":3,""description"":""By public transport, use official airport coach information to reach Gothenburg and the official Västtrafik planner for the train onward to Hede.""},{""order"":4,""description"":""For the return to Landvetter, pre-check coach, train and transfer times and allow airport security buffer time.""}]",2026-07-03
vasttrafik-to-hede-fashion-outlet-train-bus,hede-fashion-outlet,station,gothenburg-central-station,train,Västtrafik Public Transport to Hede Fashion Outlet,≈20-25 min train plus walk; bus alternatives check official timetable (estimated),Check official Västtrafik fare,false,"[{""order"":1,""description"":""Plan the complete journey in the official Västtrafik app or website, selecting Hede station or the nearest Kungsbacka/Hede bus stop.""},{""order"":2,""description"":""Use the train when available for the most direct trip from Gothenburg; choose bus alternatives from Kungsbacka or nearby suburbs when the planner recommends them.""},{""order"":3,""description"":""From the station or stop, follow the walking route to Kungsparksvägen 80 and the outlet entrances.""},{""order"":4,""description"":""Before shopping late, save the return itinerary in Västtrafik so you know the last practical connection.""}]",2026-07-03
hede-fashion-outlet-car-parking-guide,hede-fashion-outlet,city_center,driving,taxi,Driving and Parking at Hede Fashion Outlet,30 min from Gothenburg city; 45 min from Gothenburg Landvetter Airport (official VIA Outlets),Parking check centre signage; road costs vary,false,"[{""order"":1,""description"":""Set navigation to Hede Fashion Outlet, Kungsparksvägen 80, 434 39 Kungsbacka.""},{""order"":2,""description"":""VIA Outlets lists Hede Fashion Outlet 30 minutes from Gothenburg city and 45 minutes from Gothenburg Landvetter Airport; check live E6 traffic before departure.""},{""order"":3,""description"":""Use the official centre route/parking information and follow on-site parking signs when you arrive.""},{""order"":4,""description"":""For the return drive, check E6 conditions toward Gothenburg, Kungsbacka or Landvetter before leaving the car park.""}]",2026-07-03
hede-fashion-outlet-return-trip,hede-fashion-outlet,city_center,return-trip,train,Return Trip from Hede Fashion Outlet to Gothenburg or Landvetter Airport,≈20-25 min train to Göteborg Central plus walk; 45 min by road to Landvetter (estimated/official road time),Check official Västtrafik fare; taxi/transfer costs vary,false,"[{""order"":1,""description"":""If returning by train, walk back to Hede station and board the planned Västtrafik service toward Göteborg Central.""},{""order"":2,""description"":""If returning by the official seasonal free shopping bus, confirm that it is operating and note the Heden, Bohusgatan drop-off in central Gothenburg.""},{""order"":3,""description"":""If returning to Gothenburg Landvetter Airport, compare taxi/transfer timing with train plus airport coach and leave extra airport buffer time.""},{""order"":4,""description"":""If driving, exit the outlet car park and re-check E6 and airport-route traffic before starting the return journey.""}]",2026-07-03
oslo-to-norwegian-outlet-train-walk,norwegian-outlet,city_center,oslo-city-center,train,Oslo S to Oslo Fashion Outlet by Train and Walk,,Approx. NOK 120–160,true,"[{""order"":1,""description"":""From Oslo S, use the official Ruter or Vy planner for a train to Vestby station.""},{""order"":2,""description"":""Leave at Vestby station and follow the pedestrian route toward Oslo Fashion Outlet, Vestbyveien 155.""},{""order"":3,""description"":""Complete the last-mile walk from Vestby station; use a licensed local taxi instead if the walk is unsuitable.""},{""order"":4,""description"":""Confirm the return train from Vestby before shopping.""}]",2026-08-04
oslo-to-norwegian-outlet-shuttle,norwegian-outlet,city_center,oslo-city-center,shuttle,Oslo City Centre to Oslo Fashion Outlet by Official Shuttle,,Free official shuttle during published seasonal periods; seats subject to availability,false,"[{""order"":1,""description"":""Check the Oslo Fashion Outlet shuttle page for published seasonal dates; the confirmed summer 2026 period is 6 July–15 August.""},{""order"":2,""description"":""Go to Oslo Central Station and find the official Oslo Fashion Outlet bus at platform 40.""},{""order"":3,""description"":""When the published seasonal service is operating, board the free electric shuttle to Oslo Fashion Outlet; each departure has 50 seats subject to availability.""},{""order"":4,""description"":""For the return trip, walk about 2 minutes from the centre entrance to the Vestby shuttle pickup and use one of the listed return departures to Oslo S.""}]",2026-07-03
oslo-airport-to-norwegian-outlet-rail-shuttle,norwegian-outlet,airport,oslo-airport,train,Oslo Airport to Oslo Fashion Outlet by Rail and Shuttle or Local Transfer,≈75-100 min total by airport rail plus Oslo/Vestby connection (estimated),Check official Flytoget/Vy/Ruter fare; outlet shuttle free when operating,false,"[{""order"":1,""description"":""From Oslo Airport, use the official airport rail, Vy or Ruter journey planner to reach Oslo S.""},{""order"":2,""description"":""If the outlet shuttle is operating, transfer at Oslo S to the platform 40 shuttle and continue directly to Vestby.""},{""order"":3,""description"":""If the shuttle is not practical, use official Vy/Ruter planning from Oslo S to Vestby station and complete the last mile by local bus, taxi or walking route.""},{""order"":4,""description"":""For the airport return, confirm the last outlet-to-Oslo shuttle or Vestby train connection and leave extra time for airport security.""}]",2026-07-03
vestby-station-to-norwegian-outlet-local-transfer,norwegian-outlet,station,vestby-station,bus,"Vestby Station to Oslo Fashion Outlet by Local Bus, Taxi or Walk",≈10-15 min local road transfer or ≈30-35 min walk (estimated),Check official Ruter fare; taxi fare varies,false,"[{""order"":1,""description"":""Plan the rail leg to Vestby station in the official Vy or Ruter planner.""},{""order"":2,""description"":""At Vestby station, check Ruter/Entur for current local bus departures toward the outlet area before choosing a taxi or walking route.""},{""order"":3,""description"":""Travel to Oslo Fashion Outlet, Vestbyveien 155, and follow pedestrian signs from the nearest stop or drop-off point to the entrance.""},{""order"":4,""description"":""Before leaving the outlet, check the next local bus or pre-book a taxi so you can connect back to your planned Vestby train.""}]",2026-07-03
norwegian-outlet-car-parking-guide,norwegian-outlet,city_center,driving,taxi,Driving and Parking at Oslo Fashion Outlet,≈25-35 min from Oslo city centre; ≈60-75 min from Oslo Airport (estimated),Free parking; road costs vary,false,"[{""order"":1,""description"":""Set navigation to Oslo Fashion Outlet, Vestbyveien 155, 1543 Vestby.""},{""order"":2,""description"":""Drive south from Oslo toward Vestby and check live E6 traffic before departure, especially at weekends and sale periods.""},{""order"":3,""description"":""Use the official parking areas on arrival; the centre's route information highlights free parking for shoppers.""},{""order"":4,""description"":""For the return drive, re-check E6 conditions toward Oslo, Moss or Oslo Airport before leaving the car park.""}]",2026-07-03
norwegian-outlet-return-trip,norwegian-outlet,city_center,return-trip,shuttle,Return Trip from Oslo Fashion Outlet to Oslo or Oslo Airport,≈25-35 min by shuttle to Oslo S; airport return adds rail time (estimated),Free shuttle when operating; rail/local fares check official operators,false,"[{""order"":1,""description"":""If using the outlet shuttle, note the return departure times from Vestby before you start shopping.""},{""order"":2,""description"":""Walk to the official pickup point near the centre entrance and board the Oslo-bound shuttle when operating.""},{""order"":3,""description"":""If returning by public transport instead, use Ruter/Entur from the outlet area to Vestby station and connect with Vy/Ruter rail toward Oslo S.""},{""order"":4,""description"":""For Oslo Airport, continue from Oslo S by official airport rail or Vy service and allow a security buffer.""}]",2026-07-03
tampere-to-ideapark-lempaala-outlet-bus,ideapark-lempaala-outlet,city_center,tampere-city-center,bus,Tampere City Centre to Ideapark Lempäälä Outlet by Bus,,Approx. €4.70–5.50,true,"[{""order"":1,""description"":""Use the official Tampere regional transport planner and set the destination to Ideapark Lempäälä or Ideaparkinkatu 4.""},{""order"":2,""description"":""Board the listed regional bus from Tampere and confirm the stop closest to your preferred Ideapark entrance.""},{""order"":3,""description"":""For the return journey, check the last bus before shopping because evening and weekend frequencies can vary.""}]",2026-07-03
ideapark-lempaala-outlet-car-parking-guide,ideapark-lempaala-outlet,city_center,driving,taxi,Driving and Parking at Ideapark Lempäälä Outlet,≈20 min from Tampere city centre (estimated),Road costs vary; customer parking is free,false,"[{""order"":1,""description"":""Set navigation to Ideaparkinkatu 4, 37570 Lempäälä.""},{""order"":2,""description"":""Drive via Highway 3 / E12 and follow signs for Ideapark customer parking.""},{""order"":3,""description"":""Choose the parking area nearest your planned entrance and note the same entrance for your return.""}]",2026-07-03
prague-centre-to-fashion-arena-metro-shuttle,fashion-arena-prague-outlet,city_center,prague-city-center,metro,Prague City Centre to Fashion Arena by Metro A and Bus 238,,Approx. CZK 46–50,true,"[{""order"":1,""description"":""From central Prague, take metro line A toward Depo Hostivař, the final station on line A.""},{""order"":2,""description"":""At Depo Hostivař, follow signs to the regular paid PID bus 238 toward Fashion Arena Štěrboholy; this is not an outlet shuttle.""},{""order"":3,""description"":""Ride bus 238 via Malešická továrna, Na Homoli and Průmyslová to Fashion Arena Štěrboholy, as listed by the outlet.""},{""order"":4,""description"":""For the return, use bus 238 back to Depo Hostivař and transfer to metro line A toward the city centre.""}]",2026-07-03
